"Αναγνωριστικό δημοσίευσης","Αναγνωριστικό λογαριασμού","Όνομα χρήστη λογαριασμού","Όνομα λογαριασμού",Περιγραφή,"Διάρκεια (δευτ.)","Χρόνος δημοσίευσης","Μόνιμος σύνδεσμος","Τύπος δημοσίευσης","Σχόλιο δεδομένων",Ημερομηνία,Απήχηση,"Μου αρέσει!",Κοινοποιήσεις,"Πόσοι ακολουθούν",Σχόλια,Αποθηκεύσεις,Προβολές
18075427570502079,17841454056970413,chaniabookfestival,"Chania Book Festival","«Αμάλθεια - Το κορίτσι με τα κέρατα» του Αλέξανδρου Χατζηπαναγιώτη στο Ναυτικό Μουσείο Κρήτης (Νεώριο Moro). Ο συγγραφέας Αλέξανδρος Χατζηπαναγιώτης Συνομιλεί με τη δημοσιογράφο Νάντια Αϊβάτογλου και αναλύουν την ιστορία και τη μυθολογία, τα ήθη και τα έθιμα, τους θρύλους και τη λαογραφία της Κρήτης.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 09:16",https://www.instagram.com/p/C8xAg5woskr/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",14,19,0,0,0,0,
18008704232296900,17841454056970413,chaniabookfestival,"Chania Book Festival","Η αρχαιολογική κατασκευή της Ευρώπης: ο οριενταλισμός, οι μύθοι της λευκότητας, και ο Παγκόσμιος Νότος. Ο Γιάννης Χαμηλάκης συνομίλησε με τη Μανώλη Πιμπλή για το πώς οι αρχαιολογικές αφηγήσεις για τους «Μινωίτες» ανακάλυψαν την Κρήτη.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 09:09",https://www.instagram.com/p/C8w_u5YIn3f/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",12,30,0,0,0,0,
17928417947793942,17841454056970413,chaniabookfestival,"Chania Book Festival","«Μύρων η Αράχνη - Μεταμορφώσεις ΙΙ» της Λίλας Τρουλινού στο Ναυτικό Μουσείο Κρήτης (Νεώριο Moro). Η Σίτσα Κοτσιφάκη και η Λίλα Τρουλινού συνομιλούν και διαβάζουν αποσπάσματα από τα βιβλία.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 08:43",https://www.instagram.com/p/C8w8zXWIOeH/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",13,16,0,0,0,0,
18073372201511087,17841454056970413,chaniabookfestival,"Chania Book Festival","Διαφορετικές προσεγγίσεις στο ιστορικό μυθιστόρημα. Η περίπτωση της «Νικήτριας σκόνης» και των μυθιστορημάτων της Αμαλίας « και «Τέσσερα χρώματα του καλοκαιριού» στο Θέατρο Μίκης Θεοδωράκης. Συνομίλησαν οι συγγραφείς των βιβλίων, Κώστας Καλτσάς και Τεύκρος Μιχαηλίδης.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 08:27",https://www.instagram.com/p/C8w65VAIDOX/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",11,18,0,0,0,0,
18011764535236900,17841454056970413,chaniabookfestival,"Chania Book Festival","«Άστο κι ας αποθάνει» & «Τη γλώσσα της την πέταξαν στη γάτα» της Αντωνίας Μποτονάκη στο Θέατρο Μίκης Θεοδωράκης. Για την αναθεωρημένη επανέκδοση του μυθιστορήματος, μίλησε η συγγραφέας Νίκη Τρουλλινού και η φιλόλογος Άννα Λαμπαρδάκη. Την τρίτη ποιητική συλλογή της συγγραφέως παρουσίασε η φιλόλογος Βαρβάρα Περράκη. Ακολούθησε συζήτηση με το κοινό. 

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 08:14",https://www.instagram.com/p/C8w5avxI1Pc/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",6,14,0,0,0,0,
18031761719033558,17841454056970413,chaniabookfestival,"Chania Book Festival","Οι μοίρες στην Σκάλα της οδού Αγίου Μάρκου. Γράφει και αφηγείται η συγγραφέας Παυλίνα Μάρβιν, performance βασισμένη στον ποιητικό λόγο, τη φωνή και τη μουσική. Στη φωνή και στην κιθάρα ο τραγουδοποιός Κρέων Κανακάρης.

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 08:06",https://www.instagram.com/p/C8w4gOnoqjl/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",18,28,0,0,0,0,
18022752602245225,17841454056970413,chaniabookfestival,"Chania Book Festival","«Τα Μονοπάτια μου στην Κρήτη: Αποκόρωνας» στο Θέατρο Μίκης Θεοδωράκης. Ο Δημήτρης Μιχελογιάννης συζητά με τη συγγραφέα Λένα Διβάνη και τον Φοίβο Τσαραβόπουλο.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 07:59",https://www.instagram.com/p/C8w3s0OoZHS/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",19,20,0,0,0,1,
18107851258392702,17841454056970413,chaniabookfestival,"Chania Book Festival","«Τέλεση» του Φώτη Δούσου στο Θέατρο Μίκης Θεοδωράκης. Ο συγγραφέας Φώτης Δούσος συνομιλεί με τη δημοσιογράφο Αλεξάνδρα Χριστακάκη για το βιβλίο του, ένα ψυχολογικό θρίλερ για τις δυνάμεις της δημιουργίας και της καταστροφής που κρύβουμε μέσα μας.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 07:44",https://www.instagram.com/p/C8w2BYfIdts/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",9,17,0,0,0,0,
18030369278314619,17841454056970413,chaniabookfestival,"Chania Book Festival","«Η επιδίωξη της Ευρώπης» του Anthony Pagden στο Θέατρο Μίκης Θεοδωράκης. Ο συγγραφέας συνομιλεί με τη Λένα Ματσιώρη, για το έργο του αναλύοντας την πιο λεπτομερή περιγραφή της ιστορίας της ευρωπαϊκής ενοποίησης: της εξέλιξης του «ευρωπαϊκού σχεδίου» από τα τέλη των Ναπολεόντειων Πολέμων έως το Brexit.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 07:30",https://www.instagram.com/p/C8w0avqInVz/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",12,18,0,0,0,0,
18056963149622657,17841454056970413,chaniabookfestival,"Chania Book Festival","Μια ματιά στο 3ο Φεστιβάλ Βιβλίου Χανίων την Πέμπτη 27 Ιουνίου! 

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖
๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",63,"06/28/2024 07:27",https://www.instagram.com/reel/C8wyt2hoKDX/,"IG reel",,"Από την αρχή",34,45,0,0,0,0,
18002678051359046,17841454056970413,chaniabookfestival,"Chania Book Festival","«Η κατάλυση του χρόνου» του Μιχάλη Αλμπάτη & «Δυναμώστε τη μουσική, παρακαλώ» του Μιχάλη Μαλανδράκη στο Μεγάλο Αρσενάλι. Συνομιλούν για τα νέα τους βιβλία με την  Κατερίνα Φράγκου. 

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 05:59",https://www.instagram.com/p/C8wp-3zoBaw/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",19,28,0,0,0,1,
18036272845978199,17841454056970413,chaniabookfestival,"Chania Book Festival","Είναι το διάβασμα απόλαυση για τους νέους; Εξερευνώντας τη θέση του βιβλίου στη ζωή της Gen-Z στο Θέατρο Μίκης Θεοδωράκης. Η Αναστασία Γιαννακοπούλου και ο Γιάννης Αγγέλου παρουσιάζουν, για πρώτη φορά στην Ελλάδα, τα αποτελέσματα της έρευνας που διεξήχθη από το τμήμα Επικοινωνίας και Ψηφιακών Μέσων του Πανεπιστημίου Δυτικής Μακεδονίας με θέμα το βιβλίο, τις αναγνωστικές συνήθειες και τις συμπεριφορές των νέων που ανήκουν στη γενιά Ζ.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 05:29",https://www.instagram.com/p/C8wmjjUIh_g/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",53,38,0,0,0,1,
17950101752807076,17841454056970413,chaniabookfestival,"Chania Book Festival","«Οι κράχτες» της Cara Hoffman στο Θέατρο Μίκης Θεοδωράκης. Μια ιστορία επιβίωσης, «όμορφη και ατμοσφαιρική». Η συγγραφέας συνομιλεί με τον δημοσιογράφο και συγγραφέα Διονύση Μαρίνο.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 05:14",https://www.instagram.com/p/C8wk0F7oakt/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",18,17,0,0,0,2,
18116965159374274,17841454056970413,chaniabookfestival,"Chania Book Festival","Από τις μεγάλες στις «Μικρές Επικίνδυνες»: Ένα βιβλίο-χαραμάδα στον τρόπο σκέψης μιας ολόκληρης γενιάς στο Μεγάλο Αρσενάλι. Η Σέβη Αμανατίδου-Βολουδάκη, η Εμμανουέλα Κατζουράκη και η Μαριάννα Σκυλακάκη συζήτησαν και μοιράστηκαν τις ιστορίες τους.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 05:01",https://www.instagram.com/p/C8wjWrEIzMj/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",130,29,0,0,0,2,
18040144684757800,17841454056970413,chaniabookfestival,"Chania Book Festival","Ευρωπαϊκή Λογοτεχνία: Παρελθόν, παρόν, μέλλον στο Θέατρο Μίκης Θεοδωράκης. Ο πολυβραβευμένος Βούλγαρος συγγραφέας Γκεόργκι Γκοσποντίνοφ συνομιλεί με την Κυριακή Μπεϊόγλου και προλογίζει ο Νίκος Αργύρης.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 04:44",https://www.instagram.com/p/C8whbaQoybR/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",27,43,0,0,0,0,
18037534510821989,17841454056970413,chaniabookfestival,"Chania Book Festival","🔺Παρασκευή 28 Ιουνίου🔺

Ματιάς Ενάρ, Ίλια Λέοναρντ Πφέιφερ, Μαριάνα Ενρίκες, Πίλαρ Τένα, Ντέιβιντ Κόνολι, Ρέα Γαλανάκη, The Trivialist, Μενέλαος Χαραλαμπίδης, Γιάννης Κιουρτσάκης, Ελένη Πριοβόλου, Σταύρος Χριστοδούλου, Κώστας Αθανασίου, Ρίτα Κολαΐτη, Άγγελος Χανιώτης, Τιτίκα Δημητρούλια, Κατερίνα Σχινά, Αντιγόνη Βλαβιανού, Αλέξης Ζήρας, Μαρίνα Αρετάκη, Βασίλειος Δρόλιας, Γρηγόρης Μπέκος, Δημήτρης Δουλγερίδης, Δημήτρης Μανιάτης, Άννα Λαμπαρδάκη, Δημήτρης Μαριδάκης, Μαρία Σουρουκίδου, Πόλυ Κρημνιώτη, και μια μουσική ανάγνωση
«Η εργατική τάξη πάει στην κόλαση»!

Σας περιμένουμε στο
3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/28/2024 01:00",https://www.instagram.com/p/C8wHzNsIvw1/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",34,41,0,0,0,3,
18008165726312847,17841454056970413,chaniabookfestival,"Chania Book Festival","Επίσημη «πρεμιέρα» για το 3ο Φεστιβάλ Βιβλίου Χανίων!

Με μεγάλη προσέλευση κόσμου σε ένα δυναμικό κλίμα ενθουσιασμού ξεκίνησαν οι εκδηλώσεις για το 3ο Φεστιβάλ Βιβλίου Χανίων (ΦΒΧ), σε διοργάνωση του Δήμου Χανίων και της Περιφέρειας Κρήτης, το απόγευμα της Τετάρτης 26 Ιουλίου 2024. 

Τιμητική εκδήλωση για την σπουδαία Κρητικιά συγγραφέα, Ρέα Γαλανάκη, το Σάββατο 29/06, στις 21:00! 

🗞️ Διαβάστε το Δελτίο Τύπου: 
_LINK IN BIO_

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖
๏
3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",131,"06/27/2024 13:05",https://www.instagram.com/reel/C8uwj4dt8il/,"IG reel",,"Από την αρχή",35,45,0,0,0,0,
18008323415532478,17841454056970413,chaniabookfestival,"Chania Book Festival","Αφιέρωμα στην ποιήτρια Γιώγια Σιώκου-Κοματσουλάκη στο Θέατρο Μίκης Θεοδωράκης. Ο φιλόλογος και ο πρόεδρος του Κέντρου Κρητικής Λογοτεχνίας Κώστας Μουτζούρης συνομίλησε με την ποιήτρια και συζήτησαν για το έργο της.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 07:21",https://www.instagram.com/p/C8uOlf_I9Fo/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",12,21,0,0,0,0,
18029836483935869,17841454056970413,chaniabookfestival,"Chania Book Festival","«Ταμανγκούρ» της Λέτα Σεμάντενι στο Μεγάλο Αρσενάλι. Η διακεκριμένη Ελβετή ποιήτρια και πεζογράφος Λέτα Σεμάντενι συνομιλεί για το βιβλίο της με τον Τέο Βότσο, μεταφραστή της στα ελληνικά. Συνδιοργάνωση: Εκδόσεις Loggia.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 07:10",https://www.instagram.com/p/C8uNR7fofeG/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",6,22,0,0,0,0,
18268491820208695,17841454056970413,chaniabookfestival,"Chania Book Festival","«Το νετλέτι» της Ζοέλ Λοπινό στο Μεγάλο Αρσενάλι. Η Ζοέλ Λοπινό συνομιλεί με τη δημοσιογράφο Αλεξάνδρα Χριστακάκη για το βιβλίο της, που αποκαλύπτει τις γνωστές πτυχές της ιστορίας της Κρήτης. ΣΥΝΔΙΟΡΓΑΝΩΣΗ: Εκδόσεις Μίνωας

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

 ๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 06:57",https://www.instagram.com/p/C8uL3hUIDam/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",5,22,0,0,0,0,
18274438669227736,17841454056970413,chaniabookfestival,"Chania Book Festival","Αστείο: παράδοση και το ελληνικό διήγημα σήμερα του Γιάννη Παλαβού στο Θέατρο Μίκης Θεοδωράκης. Ο συγγραφέας ξετυλίγει το όνομα της συγγραφής του βιβλίου και συζητά με τον δημοσιογράφο Γιάννη Πανταζόπουλο για τη σχέση της συλλογής με την παράδοση της ελληνικής διηγηματογραφίας και για το ελληνικό διήγημα σήμερα.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 06:30",https://www.instagram.com/p/C8uIwGEoRdW/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",7,28,0,0,0,0,
18050515042748309,17841454056970413,chaniabookfestival,"Chania Book Festival","Έτσι ξεκίνησε το 3ο Φεστιβάλ Βιβλίου Χανίων!

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖
๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",88,"06/27/2024 06:24",https://www.instagram.com/reel/C8uHqrkoQYr/,"IG reel",,"Από την αρχή",53,101,0,1,1,0,
18035685988974646,17841454056970413,chaniabookfestival,"Chania Book Festival","🔺Πέμπτη 27 Ιουνίου🔺

Στο πρόγραμμα των εκδηλώσεων, μαζί μας θα είναι οι: Γκεόργκι Γκοσποντίνοφ, Κάρα Χόφμαν, Άντονι Πάγκντεν, Ιωάννα Μπουραζοπούλου, Τεύκρος Μιχαηλίδης, Μιχάλης Μαλανδράκης, Μιχάλης Αλμπάτης, Κώστας Καλτσάς, Σοφία Νικολαΐδου, Αναστασία Γιαννακοπούλου, Γιάννης Αγγέλου, Νίκη Τρουλλινού, Άννα Λαμπαρδάκη, Λίλας Τρουλινού, Αλέξανδρος Χατζηπαναγιώτης, Σέβη Αμανατίδου-Βολουδάκη, Εμμανουέλα Κατζουράκη, Μαριάννα Σκυλακάκη! 

Σας περιμένουμε στο
3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 06:01",https://www.instagram.com/p/C8uFZpII8ak/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",10,29,0,0,0,0,
18134678689337446,17841454056970413,chaniabookfestival,"Chania Book Festival","Ο νέος πολυπολικός και πολυπολιτισμικός κόσμος: ο ρόλος της Κρήτης
[Ευρώπη, παρελθόν και μέλλον] στο θέατρο Μίκης Θεοδοράκης. Ο Ομότιμος Καθηγητής Γεωπολιτικής του Πανεπιστημίου Panthéon-Pathéon-S Στυλιανός Πρεβελάκης, ανέλυσε το γεγονός ότι ζούμε σε μία εποχή που όλα τα γεωπολιτικά δεδομένα αλλάζουν. Συντονισμός από τον Μανώλη Πιμπλή, διευθυντή του Φεστιβάλ Βιβλίου Χανίων.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 05:40",https://www.instagram.com/p/C8uC9b0IuPJ/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",11,24,0,0,0,0,
18046667428830108,17841454056970413,chaniabookfestival,"Chania Book Festival","«Ήρθαν με μια κληματόβεργα απ’ την Κρήτη. Ποιήματα» του Cevat Çapan στο Θέατρο Μίκης Θεοδωράκης. Οι δύο κόρες του Τουρκοκρητικού ποιητή και ακαδημαϊκού Τζεβάτ Τσαπάν, Λεϊλά και Νιγκιάρ διάβασαν κείμενο του Τζεβάτ γραμμένο ειδικά για την εκδήλωση. Παράλληλα συνομίλησαν με την ποιήτρια Αϊσέ Λαχούρ Κιρτούντς και με τη μεταφράστρια Άνθη Καρρά, με συντονιστή τον Ματθαίο Φραντζεσκάκη.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

 ๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 05:26",https://www.instagram.com/p/C8uBXenIqkD/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",4,19,0,0,0,0,
17882540181016796,17841454056970413,chaniabookfestival,"Chania Book Festival","«Εύκρατες αναγνώσεις. Γυμνάσματα κριτικής» της Ρούλας Βουράκη στο Μεγάλο Αρσενάλι. Η φιλόλογος και συγγραφέας συνομίλησε για το νέο της βιβλίο με την φιλόλογο Βαρβάρα Περράκη και τον Χρήστο Μαχαιρίδη, διευθυντή της περιοδικής έκδοσης λόγου και τέχνης «Έρεισμα».

3ο Φεστιβάλ Βιβλίου Χανίων 
26-30 Ιουνίου 2024 
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 04:49",https://www.instagram.com/p/C8t9Nk9Iwni/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",8,28,0,0,0,0,
17972230661721175,17841454056970413,chaniabookfestival,"Chania Book Festival","Οι ποιήτριες Παυλίνα Μάρβιν και Τώνια Τζιρίτα Ζαχαράτου της ομάδας συγγραφέων εκτάκτου ανάγκης «Γραφούλες» εμφανίστηκαν στο 3ο Φεστιβάλ Βιβλίου Χανίων γράφοντας ποιήματα χειρόγραφα και σε γραφομηχανή για τους επισκέπτες και επισκέπτριες του Φεστιβάλ.

3ο Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #BookTok",0,"06/27/2024 04:24",https://www.instagram.com/p/C8t6WVnIfXH/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",17,83,0,0,0,1,
