"Αναγνωριστικό δημοσίευσης","Αναγνωριστικό λογαριασμού","Όνομα χρήστη λογαριασμού","Όνομα λογαριασμού",Περιγραφή,"Διάρκεια (δευτ.)","Χρόνος δημοσίευσης","Μόνιμος σύνδεσμος","Τύπος δημοσίευσης","Σχόλιο δεδομένων",Ημερομηνία,Απήχηση,"Μου αρέσει!",Κοινοποιήσεις,"Πόσοι ακολουθούν",Σχόλια,Αποθηκεύσεις,Προβολές
18051345508670085,17841454056970413,chaniabookfestival,"Chania Book Festival","«Δικά μας παιδιά» της Σοφίας Νικολαΐδου

◾Πέμπτη 27 Ιουνίου 2024
◾21:00-22:00
◾Μεγάλο Αρσενάλι

Η συγγραφέας Σοφία Νικολαΐδου συνομιλεί με τη δημοσιογράφο Κυριακή Τσολάκη για το νέο της μυθιστόρημα, μια ιστορία για ένα ραπ συγκρότημα, για τα όνειρα που παίρνουν εκδίκηση, για τα παιδιά που έσωσε η μουσική.

ΣΥΝΔΙΟΡΓΑΝΩΣΗ: Εκδόσεις Μεταίχμιο 

๏

“Dika mas paidia” (“Our children”) by Sofia Nikolaidou

◾Thu. 27 June 2024
◾21:00-22:00
◾Grand Arsenal

Author Sofia Nikolaidou talks to journalist Kyriaki Tsolaki about her new novel, a story about a rap band, about dreams that take revenge, about children saved by music.

Co-organized by Metaixmio Publishing

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",6,"06/19/2024 02:06",https://www.instagram.com/reel/C8ZD_muoihi/,"IG reel",,"Από την αρχή",9,13,0,0,0,0,
17930084717894034,17841454056970413,chaniabookfestival,"Chania Book Festival","«Μύρων η Αράχνη - Μεταμορφώσεις ΙΙ» της Λίλας Τρουλινού

◾Πέμπτη 27 Ιουνίου 2024
◾20:00-21:00
◾Ναυτικό Μουσείο Κρήτης (Νεώριο Moro)

Η Σίτσα Κοτσιφάκη, πρόεδρος του Συνδέσμου Φιλολόγων Νομού Χανίων, θα παρουσιάσει τη νουβέλα (Εκδόσεις Περισπωμένη) της Λίλας Τρουλινού και θα συζητήσει με τη συγγραφέα. Ο ηθοποιός Δημήτρης Κιοστεράκης θα διαβάσει αποσπάσματα από το βιβλίο.

๏

“Myron i Arachni - Metamorfoseis II” (“Myron the Spider - Metamorphoses II”) by Lila Troulinou

◾Thu. 27 June 2024
◾20:00-21:00
◾Maritime Museum of Crete (Shipyard Moro)

Sitsa Kotsifaki, president of the Association of Philologists of Chania Prefecture, will present the novel (Perispomeni Publishing) by Lila Troulinou and will discuss with the author. The actor Dimitris Kiosterakis will read some excerpts from the book.

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",6,"06/19/2024 01:35",https://www.instagram.com/reel/C8ZAkzwomeS/,"IG reel",,"Από την αρχή",10,9,0,0,0,0,
18096892600377617,17841454056970413,chaniabookfestival,"Chania Book Festival","«Η βία της αποτυχίας» του Πέτρου Μάρκαρη

◾Σάββατο 29 Ιουνίου 2024
◾20:00-21:00
◾Θέατρο Μίκης Θεοδωράκης

Ο συγγραφέας Πέτρος Μάρκαρης συνομιλεί με τον δημοσιογράφο Γρηγόρη Μπέκο για το νέο του βιβλίο, που παρουσιάζεται για πρώτη φορά, στο πλαίσιο του Φεστιβάλ Βιβλίου Χανίων, σε μια συλλεκτική έκδοση ειδικά για τους επισκέπτες του φεστιβάλ. 

ΣΥΝΔΙΟΡΓΑΝΩΣΗ: Εκδόσεις ΚΕΙΜΕΝΑ

๏

“I via tis apotychias” (“The violence of failure”) by Petros Markaris

◾Sat. 29 June 2024
◾20:00-21:00
◾Mikis Theodorakis Theatre

Author Petros Markaris discusses with journalist Grigoris Bekos about his new book,  which is being presented for the first time at the Chania Book Festival in a special collector's edition exclusively for festival visitors.
Co-organized by Keimena Publishing

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",7,"06/19/2024 00:54",https://www.instagram.com/reel/C8Y756QIGgk/,"IG reel",,"Από την αρχή",13,17,0,0,0,0,
18394776241070440,17841454056970413,chaniabookfestival,"Chania Book Festival","3° ViceVersa Ελληνογερμανικό εργαστήρι μετάφρασης 
23-30 Ιουνίου 2024 / Χανιά

🔸 Διεύθυνση του εργαστηρίου: Μιχαέλα Πρίντσινγκερ, Τέο Βότσος
🔸 Κύκλος των συμμετεχόντων: Μεταφράστριες και μεταφραστές όλων των λογοτεχνικών ειδών (πεζογραφία, θέατρο, δοκίμιο, ποίηση) από τα ελληνικά στα γερμανικά και το αντίστροφο.
🔸 Έξοδα: Η συμμετοχή είναι δωρεάν. Τα έξοδα ταξιδιού όπως επίσης της παραμονής και διατροφής θα καλυφθούν πλήρως.

🟥 Τελευταία ημερομηνία υποβολής αιτήσεων: 31 Μαρτίου 2024.

Το 3° ViceVersa Ελληνογερμανικό εργαστήρι μετάφρασης διοργανώνεται από το πρόγραμμα TOLEDO του Γερμανικού Ταμείου Μεταφραστών (DÜF), χρηματοδοτείται από την Υφυπουργό Πολιτισμού & ΜΜΕ της Κυβέρνησης της Ομοσπονδιακής Δημοκρατίας της Γερμανίας και διεξάγεται με τη φιλική υποστήριξη του Φεστιβάλ Βιβλίου Χανίων.

Περισσότερα: LINK IN BIO

*

Ausschreibung: 3. ViceVersa Deutsch-Griechische Übersetzerwerkstatt 
23.-30. Juni 2024 in Chania

🔸 Werkstattleitung: Michaela Prinzinger und Theo Votsos
🔸 Teilnehmerkreis: Übersetzerinnen und Übersetzer aller literarischen Genres (Belletristik, Theater, Essay, Lyrik) mit den Sprachrichtungen EL>D und D>EL.
🔸 Kosten: Die Teilnahme ist kostenlos. Reisekosten werden erstattet. Unterkunft und Verpflegung sind inbegriffen.

🟥 Bewerbungsschluss: 31. März 2024.

Die 3. ViceVersa Deutsch-Griechische Übersetzerwerkstatt wird veranstaltet vom TOLEDO-Programm des Deutschen Übersetzerfonds, gefördert von der Beauftragten der Bundesregierung für Kultur und Medien und freundlich unterstützt durch das Book Festival Chania. 

LINK IN BIO

●

3° Φεστιβάλ Βιβλίου Χανίων 
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

____

Το 3° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

___

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival",9,"02/03/2024 07:30",https://www.instagram.com/reel/C249tK5Iv3Y/,"IG reel",,"Από την αρχή",4,27,0,0,1,1
18334953871101211,17841454056970413,chaniabookfestival,"Chania Book Festival","Επί πέντε μέρες, στην έναρξη του καλοκαιριού, από τις 26 έως και τις 30 Ιουνίου 2024, τα Χανιά ξαναγίνονται τόπος συνάντησης διακεκριμένων συγγραφέων από όλο τον κόσμο, διανοουμένων, γενικότερα ανθρώπων των γραμμάτων και δημιουργών. 

Το Θέατρο Μίκης Θεοδωράκης, το Μεγάλο Αρσενάλι (Κέντρο Αρχιτεκτονικής της Μεσογείου) και άλλα σημεία της πόλης, θα φιλοξενήσουν ένα πολύπτυχο πρόγραμμα εκδηλώσεων και συζητήσεων, στο πλαίσιο του 3ου Φεστιβάλ Βιβλίου Χανίων. 

Το 3° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.  

Σε μια εποχή ακραίων αντιθέσεων και έλλειψης βεβαιοτήτων, η λογοτεχνία, το δοκίμιο, η ποίηση, ως ευαίσθητοι αποδέκτες των μηνυμάτων των καιρών, αναδεικνύουν στη δημόσια σφαίρα σοβαρά ζητήματα και λειτουργούν ως πανανθρώπινος συνδετικός κρίκος, επιχειρώντας συνδέσεις και γεφυρώνοντας αποστάσεις.

●

3° Φεστιβάλ Βιβλίου Χανίων 
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις 📖

_______

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #booktok",15,"02/02/2024 08:04",https://www.instagram.com/reel/C22d2byIVL_/,"IG reel",,"Από την αρχή",4,42,0,0,0,1
18436472947006761,17841454056970413,chaniabookfestival,"Chania Book Festival","«Αμάλθεια - Το κορίτσι με τα κέρατα» του Αλέξανδρου Χατζηπαναγιώτη

◾Πέμπτη 27 Ιουνίου 2024
◾19:00-20:00
◾Ναυτικό Μουσείο Κρήτης (Νεώριο Moro)

Μέσα από ένα μυθιστόρημα που διαδραματίζεται στο χωριό Σφεντύλι το 1962, ο συγγραφέας Αλέξανδρος Χατζηπαναγιώτης, επίσης σκηνοθέτης και σεναριογράφος, αναδεικνύει την ιστορία και τη μυθολογία, τα ήθη και τα έθιμα, τους θρύλους και τη λαογραφία της Κρήτης. Συνομιλεί με τη δημοσιογράφο Νάντια Αϊβάτογλου.

ΣΥΝΔΙΟΡΓΑΝΩΣΗ: Εκδόσεις Μίτος

๏

«Amaltheia - To koritsi me ta kerata» (""Amalthea - The Girl with the Horns"") by Alexandros Chatzipanagiotis

◾Thu. 27 June 2024
◾19:00-20:00
◾Maritime Museum of Crete (Shipyard Moro)

Through a novel set in the village of Sfentyli in 1962, the author Alexandros Chatzipanagiotis, also a film director and screenwriter, highlights the history and mythology, the customs and traditions, the legends and folklore of Crete. With journaliste Nantia Aivatoglou.

Co-organised by Mitos Publishing

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",6,"06/18/2024 09:55",https://www.instagram.com/reel/C8XU7TIITB7/,"IG reel",,"Από την αρχή",7,11,0,0,0,0
18024611801234312,17841454056970413,chaniabookfestival,"Chania Book Festival","Από τις μεγάλες στις «Μικρές Επικίνδυνες»: Ένα βιβλίο-χαραμάδα στον τρόπο σκέψης μιας ολόκληρης γενιάς 

◾Πέμπτη 27 Ιουνίου 2024
◾18:00-19:00
◾Μεγάλο Αρσενάλι

Οι «Μικρές επικίνδυνες» (Εκδόσεις Key Books) είναι 100 κορίτσια, 13-22 ετών, που μοιράστηκαν τις ιστορίες τους χωρίς φόβο, με ειλικρίνεια και γενναιότητα. Για το βιβλίο συνομιλούν η βουλευτής Χανίων Σέβη Αμανατίδου-Βολουδάκη, η Εμμανουέλα Κατζουράκη, Παγκόσμια Πρωταθλήτρια Σκοποβολής και η Μαριάννα Σκυλακάκη, CEO της αθηΝΕΑς.

๏

From great to “Little Dangerous Ones”: a landmark book on the thinking of a whole generation 

◾Thu. 27 June 2024
◾18:00-19:00
◾Grand Arsenal

“Mikres epikindynes” (“Little Dangerous Ones”) (Key Books Publishing) is about 100 girls, from 13-22 years old, who shared their stories fearlessly, honestly and bravely. Member of Parliament for Chania Sevi Amanatidou-Voloudaki, Emmanouela Katzouraki, World Shooting Champion and Marianna Skylakaki, CEO of AtheNEAs, discuss the book.

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",9,"06/18/2024 08:37",https://www.instagram.com/reel/C8XLwawIeMi/,"IG reel",,"Από την αρχή",6,15,0,0,0,1
18053543149638227,17841454056970413,chaniabookfestival,"Chania Book Festival","🗞️– Δελτίο Τύπου –

▪️ Νέοι χώροι, εργαστήρια, περφόρμανς και μια σημαντική συλλεκτική έκδοση ειδικά για το Φεστιβάλ ▪️

Με ένα ιδιαίτερα πλούσιο και ώριμο πρόγραμμα, που περιλαμβάνει πάνω 70 θεματικές συζητήσεις και παρουσιάσεις με περισσότερους από 120 ομιλητές από 17 χώρες, αλλά και περφόρμανς, εργαστήρια μεταφραστικά, εκπαιδευτικά και δημιουργικής γραφής, θεατρικά δρώμενα, συναυλίες, ξεναγήσεις σε εκθέσεις, κ.ά., γύρω από το κεντρικό του θέμα «Ευρώπη, παρελθόν και μέλλον. Ματιές στη λογοτεχνία, τον πολιτισμό, την πολιτική», το 3ο Φεστιβάλ Βιβλίου Χανίων (ΦΒΧ) θα πραγματοποιηθεί από την Τετάρτη 26 έως και την Κυριακή 30 Ιουνίου, από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης. 

Διαβάστε το Δελτίο Τύπου:
https://www.chaniabookfestival.gr/programma-cbf2024-deltio-typou/

_LINK IN BIO_

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",0,"06/18/2024 07:04",https://www.instagram.com/p/C8XBgexIiUG/,"Εικόνα IG",,"Από την αρχή",11,43,0,0,1,1
18229865635284145,17841454056970413,chaniabookfestival,"Chania Book Festival","༄ 3ο Φεστιβάλ Βιβλίου Χανίων ༄
Πέντε μέρες γεμάτες βιβλία, συζητήσεις, συναντήσεις, εργαστήρια, θέατρο, μουσική! 

🌐 Δείτε το πρόγραμμα εκδηλώσεων στη σελίδα του Φεστιβάλ! 

🔖 https://www.chaniabookfestival.gr/ekdiloseis/ 🔖
_LINK IN BIO_

༄ 3rd Chania Book Festival ༄
Five days full of books, discussions, meetings, workshops, theatre, music! 

🌐 Check out the events program on the Festival's webpage!

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",0,"06/18/2024 06:02",https://www.instagram.com/p/C8W6XRtoHUT/,"Εικόνα IG",,"Από την αρχή",29,58,0,0,0,2
18012953906404016,17841454056970413,chaniabookfestival,"Chania Book Festival","«Η κατάλυση του χρόνου» του Μιχάλη Αλμπάτη & «Δυναμώστε τη μουσική, παρακαλώ» του Μιχάλη Μαλανδράκη

◾Πέμπτη 27 Ιουνίου 2024
◾20:00-21:00
◾Μεγάλο Αρσενάλι

Οι συγγραφείς Μιχάλης Αλμπάτης (Εκδόσεις Νήσος) και Μιχάλης Μαλανδράκης (Εκδόσεις Πόλις) συνομιλούν για τα νέα τους βιβλία με την Κατερίνα Φράγκου (Πρακτορείο Πνευματικών δικαιωμάτων Ιρις). 

๏

“I katalysi tou chronou” (“The dissolution of time”) by Michalis Albatis & “Dynamoste ti mousiki, parakalo” (“Amplify the music, please”) by Michalis Malandrakis

◾Thu. 27 June 2024
◾20:00-21:00
◾Grand Arsenal

The authors Michalis Albatis (Nisos Publishing) and Michalis Malandrakis (Polis Publishing) talk about their new books with Catherine Fragou (Agency on Intellectual Property Iris).

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",10,"06/18/2024 02:28",https://www.instagram.com/reel/C8Whvhbovh7/,"IG reel",,"Από την αρχή",19,21,0,0,0,1
17854554891205285,17841454056970413,chaniabookfestival,"Chania Book Festival","Επιστήμη και Social Media: Ευρωπαϊκές Ιστορίες εντός και εκτός σύνδεσης

◾Παρασκευή 28 Ιουνίου 2024
◾18:00-19:00
◾Μεγάλο Αρσενάλι

Ο δημιουργός της επιτυχημένης ομώνυμης εκπαιδευτικής σελίδας των social media και συγγραφέας, The Trivialist («Από τον βασιλιά θάνατο στον βασιλιά ήλιο») συνομιλεί με την Αναστασία Γιαννακοπούλου, επίκουρη καθηγήτρια στο τμήμα Επικοινωνίας και Ψηφιακών Μέσων του Πανεπιστημίου Δυτικής Μακεδονίας. 

ΣΥΝΔΙΟΡΓΑΝΩΣΗ: Εκδόσεις Διόπτρα

๏

Science and Social Media: European stories online and offline

◾Fri. 28 June 2024
◾18:00-19:00
◾Grand Arsenal

The creator of the successful social media educational page of the same name and author, The Trivialist (“Apo ton vasilia thanato ston vasilia ilio” / “From the Death King to the Sun King”) discusses with Anastasia Yannacopoulou, assistant professor at the Department of Communication and Digital Media of the University of Western Macedonia. 

Co-organized by Dioptra Publishing

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",7,"06/18/2024 00:30",https://www.instagram.com/reel/C8WUCT5ogFw/,"IG reel",,"Από την αρχή",31,17,0,0,0,0
18066981838552226,17841454056970413,chaniabookfestival,"Chania Book Festival","🎙️«Τι έχετε ετοιμάσει για φέτος και γιατί το περιμένουμε με τόση ανυπομονησία;»

Ο Υπεύθυνος Επικοινωνίας του Φεστιβάλ Βιβλίου Χανίων, Βασίλης Κιμούλης, στη ραδιοφωνική εκπομπή Στον Ωκεανό του Ήχου - Kosmos 93.6 συνομιλεί με τη Θάλεια Καραμολέγκου για το 3ο ΦΒΧ. 

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",681,"06/17/2024 07:11",https://www.instagram.com/reel/C8Uc5sCI_I5/,"IG reel",,"Από την αρχή",6,14,0,0,0,0
18009038957590569,17841454056970413,chaniabookfestival,"Chania Book Festival","Αστείο: παράδοση και το ελληνικό διήγημα σήμερα

◾Τετάρτη 26 Ιουνίου 2024
◾19:00-20:00
◾Θέατρο Μίκης Θεοδωράκης - Αίθουσα 2

Με αφορμή την επανέκδοση του «Αστείου» του Γιάννη Παλαβού (εκδ. Ίκαρος, Κρατικό Βραβείο Διηγήματος, Βραβείο Διηγήματος του Αναγνώστη 2013), μιας συλλογής διηγημάτων που συζητήθηκε όσο λίγες την τελευταία δεκαετία, ο συγγραφέας ξετυλίγει το νήμα της συγγραφής του βιβλίου και συζητά με τον δημοσιογράφο Γιάννη Πανταζόπουλο για τη σχέση της συλλογής με την παράδοση της ελληνικής διηγηματογραφίας και για το ελληνικό διήγημα σήμερα. 

๏

""Asteio"" (“Joke”): Τradition and the Greek short story today

◾Wed. 26 June 2024
◾19:00-20:00
◾Mikis Theodorakis Theatre - Hall 2

On the occasion of the re-edition of “Asteio” (“Joke”) by Υannis Palavos (Ikaros Publishing, State Literary Prize for Best Short Story Collection, Anagnostis Literary Review Short Story Award 2013), a collection of short stories that has been discussed more than few others in the last decade, the author unravels the thread of the writing of the book and discusses with journalist Giannis Pantazopoulos the relationship of the collection with the tradition of Greek short story writing and the Greek short story today. 

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",6,"06/17/2024 04:54",https://www.instagram.com/reel/C8UNmg5ooj1/,"IG reel",,"Από την αρχή",11,11,0,0,0,0
18027195712954052,17841454056970413,chaniabookfestival,"Chania Book Festival","«Τέλεση» του Φώτη Δούσου

◾Πέμπτη 27 Ιουνίου 2024
◾19:00-20:00
◾Θέατρο Μίκης Θεοδωράκης - Αίθουσα 2

Ο συγγραφέας Φώτης Δούσος συνομιλεί με τη δημοσιογράφο Αλεξάνδρα Χριστακάκη για το βιβλίο του (Εκδόσεις Νήσος), ένα ψυχολογικό θρίλερ για τις δυνάμεις της δημιουργίας και της καταστροφής που κρύβουμε μέσα μας. 

๏

“Telesi” (“Telesis”) by Fotis Dousos

◾Thu. 27 June 2024
◾19:00-20:00
◾Mikis Theodorakis Theatre - Hall 2

Author Fotis Dousos talks to journalist Alexandra Christakaki about his book (Nisos Publishing), a psychological thriller about the forces of creation and destruction that we hide inside us. 

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",8,"06/17/2024 03:17",https://www.instagram.com/reel/C8UCgFXoJ6s/,"IG reel",,"Από την αρχή",7,12,0,0,0,0
17929664465882778,17841454056970413,chaniabookfestival,"Chania Book Festival","Η δυναμική και το δράμα της σύγχρονης οικογένειας

◾Σάββατο 29 Ιουνίου 2024
◾18:00-19:00
◾Θέατρο Μίκης Θεοδωράκης

Η Ισπανίδα ποιήτρια και μυθιστοριογράφος Σάρα Μέσα (Sara Mesa - «Η οικογένεια») συνομιλεί με τη Μεξικάνα  μυθιστοριογράφο Γουαδαλούπε Νέτελ (Guadalupe Nettel - «Η μοναχοκόρη») και την Ισπανίδα Πιλάρ Τένα (Pilar Tena) διευθύντρια του Ινστιτούτου Θερβάντες της Αθήνας. Συντονίζει η Αδριάνα Μαρτίνες (Adriana Martinez) διευθύντρια του Φεστιβάλ ΛΕΑ. 

ΣΥΝΔΙΟΡΓΑΝΩΣΗ: Ελληνο-Ιβηροαμερικανικό Φεστιβάλ ΛΕΑ / Εκδόσεις Ίκαρος

๏

The dynamics and the drama of the modern family
◾Sat. 29 June 2024
◾18:00-19:00
◾Mikis Theodorakis Theatre

The Spanish poet and novelist Sara Mesa (“La familia” / “The Family”) talks with the Mexican novelist Guadalupe Nettel (“La hija única” / “The Only Daughter"") and the Spanish director of the Cervantes Institute in Athens, Pilar Tena. Moderated by Adriana Martinez, director of the LEA Festival. 

Co-organized by the Greek Ibero-American LEA Festival / Ikaros Publishing

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",12,"06/17/2024 01:30",https://www.instagram.com/reel/C8T2S44IQox/,"IG reel",,"Από την αρχή",15,16,0,0,0,0
18024852902274890,17841454056970413,chaniabookfestival,"Chania Book Festival","Ο νέος πολυπολικός και πολυπολιτισμικός κόσμος: ο ρόλος της Κρήτης
[Ευρώπη, παρελθόν και μέλλον]

◾Τετάρτη 26 Ιουνίου 2024
◾20:00-21:00
◾Θέατρο Μίκης Θεοδωράκης

Ο Ομότιμος Καθηγητής Γεωπολιτικής του Πανεπιστημίου Panthéon-Sorbonne (Paris 1) Γεώργιος-Στυλιανός Πρεβελάκης, ο οποίος διετέλεσε Μόνιμος Αντιπρόσωπος της Ελλάδας στον ΟΟΣΑ, αναλύει το γεγονός ότι ζούμε σε μία εποχή που όλα τα γεωπολιτικά δεδομένα αλλάζουν, ο κόσμος αλλάζει μορφή και ο ρόλος της Κρήτης αναθεωρείται ή και αναβαθμίζεται. Συντονισμός: Μανώλης Πιμπλής, διευθυντής Φεστιβάλ Βιβλίου Χανίων. 

๏

The new multipolar and multicultural world: the role of Crete
[Europe: Past and Future]

◾Wed. 26 June 2024
◾20:00-21:00
◾Mikis Theodorakis Theatre

Georgios-Stylianos Prevelakis, Professor Emeritus of Geopolitics at Panthéon-Sorbonne University (Paris 1), who served as Permanent Representative of Greece to the OECD, analyses the fact that we live in an era when all geopolitical data are changing, the world is reshaping and the role of Crete is being revised or even upgraded. Moderated by Manolis Pimplis, director of the Chania Book Festival. 

༄

3° Φεστιβάλ Βιβλίου Χανίων
26-30 Ιουνίου 2024
Συνδέουμε λέξεις, ενώνουμε αφηγήσεις📖

๏

3rd Chania Book Festival
26-30 June 2024
We connect words, we unite narratives 📖

#chaniabookfestival #chaniabookfest24 #creteregion #περιφερεια_κρητης #chaniacrete #chania #crete #dmsclab #dmcteam #cdmuowm #bookfestival #books #bookstagram #booktok",7,"06/16/2024 10:36",https://www.instagram.com/reel/C8SP35EoGP6/,"IG reel",,"Από την αρχή",4,12,0,0,0,0
