"Αναγνωριστικό δημοσίευσης","Αναγνωριστικό λογαριασμού","Όνομα χρήστη λογαριασμού","Όνομα λογαριασμού",Περιγραφή,"Διάρκεια (δευτ.)","Χρόνος δημοσίευσης","Μόνιμος σύνδεσμος","Τύπος δημοσίευσης","Σχόλιο δεδομένων",Ημερομηνία,Προβολές,Απήχηση,"Μου αρέσει!",Κοινοποιήσεις,"Πόσοι ακολουθούν",Σχόλια,Αποθηκεύσεις
18119263897692617,17841454056970413,chaniabookfestival,"Chania Book Festival","📖 Ο Βρετανός συγγραφέας Χάρι Κούνζρου συνομίλησε με την Παυλίνα Μάρβιν, συγγραφέα και μέλος της ομάδας έργου του ΦΒΧ, στο πλαίσιο της εκδήλωσης «Ανάμεσα στον ατομικό και τον συλλογικό τρόμο», που πραγματοποιήθηκε στο κατάμεστο Θέατρο Μίκης Θεοδωράκης, το απόγευμα της Πέμπτης 25 Ιουνίου 2026. 

Συνδιοργάνωση: Εκδόσεις Δώμα

༄
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη. 

#chaniabookfestival",0,"06/26/2026 07:34",https://www.instagram.com/p/DaDXkE_jnUz/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2666,910,42,4,1,0,0
17938216863067550,17841454056970413,chaniabookfestival,"Chania Book Festival","📝 «Γράφοντας για τη σύγκρουση» 

Στο δεύτερη αίθουσα στο Θέατρο Μίκης Θεοδωράκης, την Πέμπτη 25 Ιουνίου 2026 πραγματοποιήθηκε εργαστήριο, το οποίο εστίασε στο ευαίσθητο θέμα της σύγκρουσης. Τον συντονισμό είχε η διευθύντρια του Literature Across Frontiers, Αλεξάνδρα Μπούχλερ, ενώ συμμετείχε ο ποιητής Γκάιαθ Αλμαντούν και ο συγγραφέας και μεταφραστής Ρίτσαρντ Γκουίν.

Συνδιοργάνωση: Literature Across Frontiers (LAF) / Arts Council of Wales

༄ 
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη. 

#chaniabookfestival",0,"06/26/2026 08:07",https://www.instagram.com/p/DaDbVAVjtL3/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2101,727,17,1,0,0,0
18096306451979888,17841454056970413,chaniabookfestival,"Chania Book Festival","📖 Το 5ο Φεστιβάλ Βιβλίου Χανίων διοργάνωσε μια μοναδική εκδήλωση με τίτλο «Ασκήσεις ύφους και ζωής» για το σύνολο του έργου του Αχιλλέα Κυριακίδη. 

Ο συγγραφέας και μεταφραστής συνομίλησε  με τον Γιάννη Μπασκόζο, δημοσιογράφο, συγγραφέα, διευθυντή του ηλεκτρονικού περιοδικού «Ο Αναγνώστης» στη Σκάλα της οδού Αγίου Μάρκου, το απόγευμα της Πέμπτης 25 Ιουνίου 2026.

༄
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη.

#chaniabookfestival",0,"06/26/2026 09:26",https://www.instagram.com/p/DaDkYG_Dqlt/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",576,204,19,0,0,0,0
17968841220079356,17841454056970413,chaniabookfestival,"Chania Book Festival","🗓️ Το απόγευμα της Πέμπτης 25 Ιουνίου 2026, στο Μεγάλο Αρσενάλι, παρακολουθήσαμε με μεγάλο ενδιαφέρον την εκδήλωση «Η μυθοπλασία συναντά την ιστορική αλήθεια και τη φιλοσοφία». 

Ο συγγραφέας Απόστολος Δοξιάδης συνομίλησε με τον δημοσιογράφο Νίκο Κουρμουλή, με αφορμή το νέο του μυθιστόρημα «Γαλανόσκυλος».
 
Συνδιοργάνωση: Εκδόσεις Ψυχογιός
༄
 
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»
 
Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη.
 
#chaniabookfestival",0,"06/26/2026 10:37",https://www.instagram.com/p/DaDsf0oiNRe/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",562,206,15,0,0,0,0
18113609087482778,17841454056970413,chaniabookfestival,"Chania Book Festival","📖 Ο Ουαλός συγγραφέας και μεταφραστής Richard Gwyn στο 5ο Φεστιβάλ Βιβλίου Χανίων! 

Στο Μεγάλο Αρσενάλι, στην αίθουσα 2, την Πέμπτη 25 Ιουνίου 2026, πραγματοποιήθηκε η εκδήλωση «Όταν οι εθνικοί μινώταυροι περνάνε τη θάλασσα: Σμύρνη, Ουαλία, Κρήτη». 

Εκεί, το κοινό των Χανίων είχε την ευκαιρία να παρακολουθήσει μια συζήτηση με τη συγγραφέα Χριστιάνα Λαμπρινίδη με τον Ουαλό συγγραφέα και μεταφραστή Ρίτσαρντ Γκουίν για τα βιβλία τους, «Σμύρνη των πολλών και των όλων» και «Ambassador of Nowhere: A Latin American Pilgrimage», αντίστοιχα. Τη συζήτηση συντόνισε η Παυλίνα Μάρβιν, συγγραφέας και μέλος της ομάδας έργου του ΦΒΧ. 

Συνδιοργάνωση: Εκδόσεις της Εστίας / Literature Across Frontiers / Arts Council of Wales

༄
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη. 

#chaniabookfestival",0,"06/26/2026 10:47",https://www.instagram.com/p/DaDtsqgDqlt/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1718,580,26,0,1,0,1
18384584143201036,17841454056970413,chaniabookfestival,"Chania Book Festival","Τώρα στο 5ο Φεστιβάλ Βιβλίου Χανίων!",0,"06/26/2026 10:48",https://www.instagram.com/p/DaDty3yCPNO/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1027,328,30,0,0,1,0
18443202748142695,17841454056970413,chaniabookfestival,"Chania Book Festival","📖 Η Katie Kitamura στο Φεστιβάλ Βιβλίου Χανίων! 

Με αφορμή το μυθιστόρημά της, «Οντισιόν», η Αμερικανίδα μυθιστοριογράφος Κέιτι Κιταμούρα συνομίλησε με τη δημοσιογράφο Ελεωνόρα Ορφανίδου για τις πολλαπλές εκδοχές του εαυτού, τους ρόλους που υιοθετούμε στις σχέσεις μας και τα ασαφή όρια ανάμεσα στην επιθυμία, την αλήθεια και την ερμηνεία της. 

Η εκδήλωση πραγματοποιήθηκε στο Θέατρο Μίκης Θεοδωράκης, το βράδυ της Πέμπτης 25 Ιουνίου 2026. 

Συνδιοργάνωση: Εκδόσεις Διόπτρα / Ελληνοαμερικανική Ένωση

༄
5ο Φεστιβάλ Βιβλίου Χανίων 
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη. 

#chaniabookfestival",0,"06/26/2026 11:56",https://www.instagram.com/p/DaD1gU8DsSW/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1705,537,62,4,0,0,0
17937306690275398,17841454056970413,chaniabookfestival,"Chania Book Festival","🏔 Την Πέμπτη 25 Ιουνίου 2026, στο Θέατρο Μίκης Θεοδωράκης, στην κατάμεστη αίθουσα 2 πραγματοποιήθηκε η παρουσίαση του λευκώματος «Λευκά Όρη», το οποίο είναι αφιερωµένο στο εµβληµατικό τοπίο της Δυτικής Κρήτης. 

Ο δημιουργός του λευκώματος, συγγραφέας - φωτογράφος, Νικόλας Γαλάνης συνομίλησε µε τον Σταύρο Μπαδογιάννη, πρόεδρο του Ορειβατικού Συλλόγου Χανίων.

Συνδιοργάνωση: Περιφέρεια Κρήτης

༄
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026 
«Κόσμοι σε σύγκρουση» 

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη. 

#chaniabookfestival",0,"06/26/2026 12:47",https://www.instagram.com/p/DaD7YzRjtp1/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",658,229,13,0,0,0,0
18430765525125674,17841454056970413,chaniabookfestival,"Chania Book Festival","📚 Συναντώντας τη συγγραφέα: Μια συζήτηση με την Abi Daré

Η  βραβευμένη συγγραφέας με καταγωγή από τη Νιγηρία, Άμπι Νταρέ συνομίλησε με την ποιήτρια Δανάη Σιώζιου  την Πέμπτη 25 Ιουνίου 2026, στο MULaR. 

Η συζήτησή στράφηκε γύρω από το σύνολο του έργου της και τις κεντρικές θεματικές των βιβλίων της. 

Συνδιοργάνωση: British Council Greece

༄
5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη. 

#chaniabookfestival",0,"06/26/2026 13:56",https://www.instagram.com/p/DaEDSJACFAt/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2009,674,50,11,0,0,2
17995670795974369,17841454056970413,chaniabookfestival,"Chania Book Festival","📌 Σάββατο 27 Ιουνίου στο 5ο Φεστιβάλ Βιβλίου Χανίων!
Άλλη μια μέρα γεμάτη βιβλία, ιδέες και συζητήσεις! 

Μαζί μας θα είναι οι:

Χανάν Ασράουι, Γκίντεον Λεβί, Κάτριν Ορμεστάντ, Γκάιαθ Αλμαντούν, Αδριάνα Μαρτίνες, Λένα Διβάνη, Φωτεινή Τσαλίκογλου, Γιάννης Μακριδάκης, Νίκος Δαββέτας, Μικέλα Χαρτουλάρη, Κυριάκος Χαρίτος, Αργυρώ Μαντόγλου, Σταύρος Θεοδωράκης, Παύλος Τσίμας, Μιρέλλα Μπατζιανιά, Νίκος Μπακουνάκης, Άννα Πατάκη, Έρση Σωτηροπούλου, Κρυστάλλη Γλυνιαδάκη, Μαρία Παπαϊωάννου, Μανώλης Πιμπλής, Χρίστος Γεωργάλας, Έφη Γιαννοπούλου, Δανάη Σιώζιου, Τάσος Σακελλαρόπουλος, Γιάννης Γιαννακάκης, Άννα Λαμπαρδάκη, Ελένη Γιαννακάκη, Σωτήρης Ρούσσος, Πάνος Χαρίτος, Νίκος Σγουρομάλλης, Μαρία Σαχπασίδη (Sophie lies), Γιώργος Νικηφοράκης, Σάββας Σαββόπουλος, Γιάννης Παντελάκης, Ελένη Κεχαγιόγλου, Έλενα Μαρούτσου, Μαρία Α. Ιωάννου, Αλεξάνδρα Χαΐνη, Πέτρος Παπακωνσταντίνου, Χρήστος Μπέλμπας, Πέτρος Κατσάκος, Γιούλη Βολανάκη, Νίκος Γαλάνης, Άννα Ρούτση, Ξένια Κουναλάκη, Κυριακή Μπεϊόγλου, Βασιλική Βούρδα, Χλόη Μπάλλα, Παντελής Γκολίτσης, Στέφανος Γκαντόλφο, Άννα Μπάκα, Γιώργος Συμπάρδης, Θωμάς Κοροβίνης, Εύη Κουτρουμπάκη, Κρέων Κανακάρης

Σας περιμένουμε!

🎟️ Είσοδος ελεύθερη

༄

5ο Φεστιβάλ Βιβλίου Χανίων
22–28 Ιουνίου 2026
«Κόσμοι σε σύγκρουση»

Το Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων, σε συνδιοργάνωση με την Περιφέρεια Κρήτης, και συγκαταλέγεται στα σημαντικότερα γεγονότα για το βιβλίο στη χώρα, τοποθετώντας δυναμικά τα Χανιά στον ελληνικό και διεθνή πολιτιστικό χάρτη.

#chaniabookfestival",0,"06/26/2026 22:37",https://www.instagram.com/p/DaE-7zSiCh8/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2564,988,26,4,0,0,0
18087565178450432,17841454056970413,chaniabookfestival,"Chania Book Festival","Ταξιδεύοντας για το 5ο Φεστιβάλ Βιβλίου Χανίων 📚

#chaniabookfestival",23,"06/27/2026 00:19",https://www.instagram.com/reel/DaFKee7oIqR/,"IG reel",,"Από την αρχή",821,502,42,13,1,0,2
