"Αναγνωριστικό δημοσίευσης","Αναγνωριστικό λογαριασμού","Όνομα χρήστη λογαριασμού","Όνομα λογαριασμού",Περιγραφή,"Διάρκεια (δευτ.)","Χρόνος δημοσίευσης","Μόνιμος σύνδεσμος","Τύπος δημοσίευσης","Σχόλιο δεδομένων",Ημερομηνία,Προβολές,Απήχηση,"Μου αρέσει!",Κοινοποιήσεις,"Πόσοι ακολουθούν",Σχόλια,Αποθηκεύσεις
17929963812075107,17841454056970413,chaniabookfestival,"Chania Book Festival","⛵ «Σταυροί στο ακροθαλάσσι» του Θωμά Κοροβίνη

Οι συγγραφέας Θωμάς Κοροβίνης συνομίλησε με τη διακεκριμένη συγγραφέα Ρέα Γαλανάκη (Μεγάλο Βραβείο Γραμμάτων 2024, Τιμώμενο πρόσωπο ΦΒΧ 2024) για το νέο βιβλίο του «Σταυροί στο ακροθαλάσσι».

Συνδιοργάνωση: Εκδόσεις Άγρα 

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/30/2025 08:11",https://www.instagram.com/p/DLh40qiupbM/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",3520,1256,38,0,0,0,0
17964035888927159,17841454056970413,chaniabookfestival,"Chania Book Festival","💬 Διάλογος για το βιβλίο: Ιστορία, πολιτικές, προοπτικές
Στο 4ο Φεστιβάλ Βιβλίου Χανίων ανοίξαμε έναν τετράωρο διάλογο για το βιβλίο.

Η επιμέρους ενότητα για τις «Πολιτικές βιβλίου στην Ελλάδα, 1995-2025» διαρθρώθηκε σε δύο μέρη. 

Ειδικότερα, στο α' μέρος, όπου συζητήθηκαν οι παρελθούσες πολιτικές βιβλίου στην Ελλάδα και το αποτύπωμά τους, συμμετείχαν οι: 

• Ντέιβιντ Κόνολι, καθηγητής μεταφρασεολογίας και μεταφραστής
• Κατρίν Βελισσάρη, τ. διευθύντρια του ΕΚΕΒΙ 
• Παυλίνα Μάρβιν, διδάκτωρ Ιστορίας και Πολιτικής Βιβλίου
• Σωκράτης Καμπουρόπουλος, ειδικός σύμβουλος σε θέματα βιβλίου 

Το διάλογο συντόνισε ο διευθυντής του Φεστιβάλ Βιβλίου Χανίων, Μανώλης Πιμπλής.

Στο β' μέρος, κατά το οποίο εξετάστηκαν οι προοπτικές της πολιτικής βιβλίου στην Ελλάδα του 21ου αιώνα, συνομίλησαν οι: 

• Σίσσυ Παπαθανασίου, προϊσταμένη Διεύθυνσης Γραμμάτων του ΥΠΠΟ
• Νίκος Μπακουνάκης, συγγραφέας, πανεπιστημιακός και πρόεδρος του ΕΛΙΒΙΠ
• Κώστας Κατσουλάρης, πρόεδρος της Εταιρείας Συγγραφέων
• Νίκος Παναγιωτόπουλος, καθηγητής Κοινωνιολογίας του Τμήματος Επικοινωνίας και ΜΜΕ του ΕΚΠΑ
• Μανώλης Πιμπλής, διευθυντής του Φεστιβάλ Βιβλίου Χανίων

Ο Γιάννης Μπασκόζος, δημοσιογράφος, συγγραφέας, διευθυντής του ηλεκτρονικού περιοδικού «Ο Αναγνώστης» συντόνισε τη συζήτηση. 

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/30/2025 07:48",https://www.instagram.com/p/DLh2K8UO5Pp/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",756,183,20,0,0,0,0
18063972250935468,17841454056970413,chaniabookfestival,"Chania Book Festival","🌱 Το στοίχημα της Οικολογίας 

Οι ομιλητές της θεματικής συζήτησης κλήθηκαν να απαντήσουν για το ποιες είναι οι πλέον καίριες οικολογικές προκλήσεις στη σύγχρονη πολιτική ατζέντα και για το πώς απαντά σ’ αυτές το ελληνικό πολιτικό σύστημα. 
 
Συνομίλησαν οι: Ντόρα Μπακογιάννη, βουλευτής Χανίων, Νίκος Καλογερής, αντιπεριφερειάρχης Χανίων, Παναγιώτης Σημανδηράκης, δήμαρχος Χανίων, Γιώργος Σταθάκης, οικονομολόγος, τ. Υπουργός Περιβάλλοντος και Ενέργειας. 

Τη συζήτηση συντόνισε ο διευθυντής του Φεστιβάλ Βιβλίου Χανίων, Μανώλης Πιμπλής. 

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/30/2025 07:05",https://www.instagram.com/p/DLhxU5HuEDi/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1104,306,12,3,0,0,0
18511961746007578,17841454056970413,chaniabookfestival,"Chania Book Festival","📚 Αυτοπεποίθηση & Οικονομική Ευημερία: Συνεισφορά Πανεπιστημίων και Βιβλιοθηκών 

Συνομίλησαν οι: Αργυρή Κατωπόδη, ΠΑΠΕΙ & Ινστιτούτο Χρηματοοικονομικού Αλφαβητισμού, Δημήτρης Μπατάκης, Οικονομολόγος Υγείας, Επιστημονικός Συνεργάτης ΕΛΜΕΠΑ, Ερευνητής Αξιολόγησης Πολιτικών, Τεχνολογιών & Συμπεριφορών Υγείας, Ανέστης Λαδάς, αναπληρωτής καθηγητής & πρόεδρος Τμήμα Λογιστικής και Χρηματοοικονομικής ΠΑΜΑΚ, Ηρώ Τζορμπατζάκη, αντιπρόεδρος ΕΕΒΕΠ, διευθύντρια Βιβλιοθήκης Πανεπιστημίου Μακεδονίας ΠΑΜΑΚ. 

Τη συζήτηση συντόνισε η δημοσιογράφος Ελένη Βακεθιανάκη.

Συνδιοργάνωση: Ένωση Ελλήνων Βιβλιοθηκονόμων & Επιστημόνων Πληροφόρησης (ΕΕΒΕΠ) / Πολυτεχνείο Κρήτης

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/30/2025 03:18",https://www.instagram.com/p/DLhXUm8uV7j/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",595,146,9,0,0,0,0
18086491153781262,17841454056970413,chaniabookfestival,"Chania Book Festival","💬 Διάλογος για το βιβλίο: Ιστορία, πολιτικές, προοπτικές
Στο 4ο Φεστιβάλ Βιβλίου Χανίων ανοίξαμε έναν τετράωρο διάλογο για το βιβλίο.

Το πρώτο μέρος του αφιερώματος για το βιβλίο, διαδέχθηκε η ενότητα «Πώς η τεχνητή νοημοσύνη αλλάζει την αλυσίδα αξίας του  βιβλίου». Οι ομιλητές συζήτησαν για τις αλλαγές που φέρνει η τεχνητή νοημοσύνη στη συγγραφή, στην εκδοτική διαδικασία (παραγωγή, μετάφραση, επιμέλεια, προώθηση, πώληση) και στην ανάγνωση, καθώς και για τις προκλήσεις στην εργασία και τα πνευματικά δικαιώματα. 
 
Συνομίλησαν οι:
• Αργύρης Καστανιώτης, εκδότης 
• Μιχάλης Καλαμαράς, σύμβουλος ψηφιακών εκδόσεων (Thinking/eAnagnostis)
• Κατερίνα Σχινά, μεταφράστρια 
• Δημήτρης Χαλαζωνίτης, ποιητής και μεταφραστής

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/30/2025 02:33",https://www.instagram.com/p/DLhSFjrunzE/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",496,162,10,1,0,0,0
18093732775624185,17841454056970413,chaniabookfestival,"Chania Book Festival","✒️️ «Η Γκόρντον» του Γιάννη Δούκα 

Ο Γιάννης Δούκας διάβασε ή, μάλλον, απεικόνισε ένα ποίημα κατάλογο γυναικών από τις βρυσούλες, το υπό έκδοση νέο ποιητικό του βιβλίο με θέμα την Επανάσταση του Εικοσιένα και τις μαζί της σχετιζόμενες ανταγωνιστικές, αντικρουόμενες, μη μεταφράσιμες αφηγήσεις.

Συνδιοργάνωση: Εκδόσεις Πόλις

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 14:32",https://www.instagram.com/p/DLf_nnMOCVs/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2081,627,28,0,0,0,0
18032228069454539,17841454056970413,chaniabookfestival,"Chania Book Festival","📖 Έμφυλοι ρόλοι και μορφές αντίστασης στην πατριαρχική οικογένεια 

Συνομίλησαν οι πεζογράφοι Εύη Κουτρουμπάκη («Ο βαλές του Θεού») και Λίλα Τρουλινού («Χρυσοβαλάντη και Ονούφρης - Μεταμορφώσεις Ι», «Μύρων η Αράχνη - Μεταμορφώσεις ΙΙ»).

Συνδιοργάνωση: Εκδόσεις Ενύπνιο / Εκδόσεις Περισπωμένη

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 13:38",https://www.instagram.com/p/DLf5bfiuXy-/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",633,189,17,0,0,0,0
18014426195751912,17841454056970413,chaniabookfestival,"Chania Book Festival","🎨 Η γοητεία των εξωφύλλων 

Ο Χρήστος Κούρτογλου, γραφίστας, ο Γιάννης Παλαβός, συγγραφέας, και ο Κώστας Σπαθαράκης, εκδότης, συμμετείχαν σε μια συζήτηση για τη σημασία των εξωφύλλων και για την αισθητική των βιβλίων στη σύγχρονη εκδοτική παραγωγή. 

Τη συζήτηση συντόνισε η δημοσιογράφος Μαριλένα Αστραπέλλου. 
 
༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 12:58",https://www.instagram.com/p/DLf07V5OqnY/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1025,322,39,1,0,0,0
18046612034562133,17841454056970413,chaniabookfestival,"Chania Book Festival","🌳 Το οικολογικό αποτύπωμα του τουρισμού και η διαμόρφωση μιας σύγχρονης οικολογικής συνείδησης
 
Ο συγγραφέας Γιάννης Μακριδάκης συνομίλησε με τον ομότιμο καθηγητή στο Τμήμα Βιολογίας του Πανεπιστημίου Πατρών, Γιάννη Μανέτα, για τον τουρισμό, τις δυσκολίες συγκρότησης οικολογικής σκέψης και να διερευνήσουν τις αποτυπώσεις του ζητήματος στη λογοτεχνία και την επιστήμη. 

Τη συζήτηση συντόνισε η δημοσιογράφος Ελεωνόρα Ορφανίδου. 

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 12:19",https://www.instagram.com/p/DLfwZ3tuGb5/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",3027,699,46,2,0,0,0
18336123196166312,17841454056970413,chaniabookfestival,"Chania Book Festival","🖊 Υποδεχτήκαμε τον Ντάβιντε Κόπο στο 4ο Φεστιβάλ Βιβλίου Χανίων! 

Ο Ιταλός συγγραφέας και δημοσιογράφος συνομίλησε για το πιο πρόσφατο βιβλίο του «Η λάθος πλευρά» με τη μεταφράστρια Δήμητρα Δότση. 

Συνδιοργάνωση: Εκδόσεις Διόπτρα 

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 11:46",https://www.instagram.com/p/DLfslw1uLs_/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2987,1531,31,3,1,1,0
18048882971577209,17841454056970413,chaniabookfestival,"Chania Book Festival","📚 «Φάλτσα κεφαλής» του Γιώργου Σκαμπαρδώνη 

Ο πεζογράφος Γιώργος Σκαμπαρδώνης κουβέντιασε για το πρόσφατο βιβλίο του «Φάλτσα κεφαλής» με τον δημοσιογράφο Γιάννη Πανταζόπουλο.

Συνδιοργάνωση: Εκδόσεις Πατάκη

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 10:46",https://www.instagram.com/p/DLflwj8uazq/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1223,608,24,1,0,0,0
18156199354329338,17841454056970413,chaniabookfestival,"Chania Book Festival","💬 Διάλογος για το βιβλίο: Ιστορία, πολιτικές, προοπτικές 
Στο 4ο Φεστιβάλ Βιβλίου Χανίων ανοίξαμε έναν τετράωρο διάλογο για το βιβλίο. 

Το αφιέρωμα ξεκίνησε με τη συζήτηση με θέμα «Βιβλίο και παιδί». Οι ομιλητές συνομίλησαν για την αναγκαιότητα  επαφής των μαθητών με το βιβλίο, για την ανάγκη ενίσχυσης των βιβλιοθηκών και επίσης, της παρουσίας συγγραφέων στα σχολεία στο πλαίσιο προγραμμάτων φιλαναγνωσίας. 

Συμετείχαν οι: 
• Άννα Νεμπαυλάκη, εκπαιδευτικός, συγγραφέας και ειδική συνεργάτιδα του Δημάρχου Χανίων σε θέματα Παιδείας
• Αγνή Στρουμπούλη, αφηγήτρια παραμυθιών 
• Κώστας Ακρίβος, συγγραφέας 
• Θεόδωρος Γρηγοριάδης, συγγραφέας

༄

4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 10:18",https://www.instagram.com/p/DLfiiWnOBqV/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",2774,776,57,0,0,0,1
18071423761974083,17841454056970413,chaniabookfestival,"Chania Book Festival","🏘 Βίλα Αριάδνη: Το θρυλικό σπίτι-στρατηγείο του Έβανς 

Η μεταφράστρια Άρτεμις Κλίτση συζήτηση με την αρχαιολόγο-αρχαιοβοτανολόγο Δρα Ανάγια Σαρπάκη και τον Γιώργο Κουκουράκη, πολιτικό επιστήμονα, αναπληρωτή διευθυντή του Εθνικού Ιδρύματος Ερευνών και Μελετών «Ελευθέριος Κ. Βενιζέλος» για το συναρπαστικό βιβλίο της συγγραφέα και κριτικού κινηματογράφου Dilys Powell, «Η Βίλα Αριάδνη», που μεταφράστηκε για πρώτη φορά 51 χρόνια μετά την έκδοσή του και περιγράφει 70 χρόνια πολυκύμαντης κρητικής Ιστορίας με αφετηρία και κατάληξη τη βίλα που έχτισε ο Άρθουρ Έβανς για να μένει, όσο έσκαβε την Κνωσό. 

Τη συζήτηση συντόνισε η δημοσιογράφος Ελένη Βακεθιανάκη. 
 
Συνδιοργάνωση: Βικελαία Δημοτική Βιβλιοθήκη

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 09:43",https://www.instagram.com/p/DLfemJku0dh/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1464,479,20,0,0,0,0
18052156193109214,17841454056970413,chaniabookfestival,"Chania Book Festival","⛰️«Apocosmos» του Γιώργου Στ. Πατρουδάκη

Ο δημοσιογράφος και φωτογράφος Γιώργος Στ. Πατρουδάκης συνομίλησε με την Αμερικανίδα αρχαιολόγο Jennifer Moody συν-συγγραφέα της εμβληματικής έκδοσης «Η δημιουργία του Κρητικού Τοπίου» (Πανεπιστημιακές Εκδόσεις Κρήτης), για το φωτογραφικό λεύκωμα «Apocosmos», που αφορά τις απόκοσμες και μεγαλοπρεπείς σφακιανές Μαδάρες. 

Τη συζήτηση συντόνισε η Φωτεινή Κωστάκη, Ιστορικός τέχνης-αρχαιολόγος. Χαιρετισμό απηύθυνε ο πρόεδρος του ορειβατικού συλλόγου Χανίων, Σταύρος Μπαδογιάννης.

Συνδιοργάνωση: Εκδόσεις Selouda

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 09:16",https://www.instagram.com/p/DLfbdFJuAVf/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",1915,630,41,0,0,1,0
18056525915343305,17841454056970413,chaniabookfestival,"Chania Book Festival","🎭 Η Κόραλι Δημητριάδη στο 4ο Φεστιβάλ Βιβλίου Χανίων! 

Η Κυπροαυστραλή ποιήτρια Κόραλι Δημητριάδη παρουσίασε στη σκάλα της οδού Αγίου Μάρκου την περφόρμανς «She’s not normal», που βασίζεται στο ποιητικό της έργο.

Συνδιοργάνωση: Τμήμα Σύγχρονου Πολιτισμού – Υφυπουργείο Πολιτισμού Κύπρου

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 06:35",https://www.instagram.com/p/DLfJDBxu3zl/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",678,264,8,1,0,0,0
18072337306803638,17841454056970413,chaniabookfestival,"Chania Book Festival","🌍🌱 Τι συμβαίνει σήμερα με το κλίμα; 

Μια συζήτηση για την κλιματική αλλαγή σε τοπικό και διεθνές επίπεδο, τις μεταβάσεις που επιφέρει και τους κινδύνους που εγκυμονεί, έλαβε χώρα στο Μεγάλο Αρσενάλι. Συνομίλησαν οι: Πέτρος Κόκκαλης και Ξενοφώντας Ι. Κοντιάδης, Θοδωρής Γεωργακόπουλος, και Γιάννης Φίλης, με αφορμή τα βιβλία τους «Ο κόσμος καίγεται», «Μια ελληνική κλιματική κρίση» και «Η τελευταία πνοή του πλανήτη Γη», αντίστοιχα.

Τη συζήτηση συντόνισε ο Μανώλης Πιμπλής, διευθυντής Φεστιβάλ Βιβλίου Χανίων. 

Συνδιοργάνωση: Εκδόσεις Έναστρον / Εκδόσεις Τόπος / Εκδόσεις Ψυχογιός

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 06:23",https://www.instagram.com/p/DLfHqscO2tP/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",796,247,19,1,0,0,0
18066330263031841,17841454056970413,chaniabookfestival,"Chania Book Festival","Η τέταρτη μέρα του Φεστιβάλ κύλησε με ωραίες παρουσιάσεις, ενδιαφέρουσες κουβέντες και ζεστή ατμόσφαιρα. Σάββατο 28 Ιουνίου.

📖
4ο Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4ο Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#dmsclab #chaniabookfestival #crete #dmcteam #cdmuowm #chania #bookfestival #instagrambooks #περιφερεια_κρητης 

📍 Φεστιβάλ Βιβλίου Χανίων – Chania Book Festival",69,"06/29/2025 06:13",https://www.instagram.com/reel/DLfGBNJIScZ/,"IG reel",,"Από την αρχή",1005,621,43,2,0,0,0
17884934781308861,17841454056970413,chaniabookfestival,"Chania Book Festival","📚 «Όνομα πατρός: Δούναβης» του Κώστα Ακρίβου 

Ο συγγραφέας, Κώστας Ακρίβος, συνομίλησε με τη μεταφράστρια, Ρίτα Κολαΐτη, για το νέο του βιβλίο «Όνομα πατρός: Δούναβης».

Συνδιοργάνωση: Εκδόσεις Μεταίχμιο 

༄
4° Φεστιβάλ Βιβλίου Χανίων
25–29 Ιουνίου 2025
Διαβάζουμε. Συζητάμε. Συνδεόμαστε.

Το 4° Φεστιβάλ Βιβλίου Χανίων πραγματοποιείται από τον Δήμο Χανίων σε συνδιοργάνωση με την Περιφέρεια Κρήτης και με τη σύμπραξη πολιτιστικών οργανισμών και φορέων, καθώς και βιβλιοπωλείων της πόλης.

#chaniabookfestival #chaniabookfest25 #chania #creteregion #περιφερεια_κρητης #chaniacrete #crete #dmsclab #dmcteam #cdmuowm #bookfestival #bookstagram",0,"06/29/2025 05:02",https://www.instagram.com/p/DLe-cJGO-QQ/,"Εναλλασσόμενες εικόνες IG",,"Από την αρχή",634,195,14,0,0,0,0
